walnut,Rajma,Watermelon_,images3,papaya,masoordalbrown,cashews,wheat,wheatflour,pista,dates,cashews,anjeer,turdal,chanadal,,,,,,
riceflour,seasametilblack,chanadal,papaya,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,cashews,almonds,dal,,,,,,
wheat,til,dal,pineapple,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,dates,anjeer,masoordal,,,,,,
wheatflour,Beans,masoordal,Strawberry_,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,cashews,masoordalbrown,,,,,,,
dalda,Beetroot,masoordalbrown,watermelon,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,walnut,dates,moongdal,,,,,,
daldad,Broccoli,moongdal,Watermelon_,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,riceflour,pista,turdal,,,,,,
gowardhan,Cabbages,turdal,chanadal,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,wheat,walnut,almonds,,,,,,
prabhsat ghee,Carrots,almonds,dal,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,wheatflour,riceflour,anjeer,,,,,,
avocado-oil,Cauliflower,anjeer,masoordal,images3,turdal,wheatflour,coconut_oil,olive_oil,dates,anjeer,turdal,dalda,wheat,cashews,,,,,,
black-sesame-seed,Garlic,cashews,masoordalbrown,papaya,almonds,dal,olive_oil,peanut_oil,pista,cashews,almonds,daldad,wheatflour,dates,,,,,,
coconut_oil,Ginger,dates,moongdal,APPLE,anjeer,masoordal,peanut_oil,sesameoil,raisinsblack,dates,anjeer,gowardhan,dalda,pista,,,,,,
olive_oil,Potatoes,pista,turdal,cherry,cashews,masoordalbrown,sesameoil,blackchana,raisinsbrown,pista,cashews,prabhsat ghee,daldad,,,,,,,
peanut_oil,Spinach,Spring_onions,almonds,DRAGONFRUIT,dates,moongdal,blackchana,chawlibeans,walnut,raisinsblack,dates,avocado-oil,gowardhan,,,,,,,
sesameoil,Spring_onions,masoordalbrown,anjeer,figs,pista,turdal,chawlibeans,corn,riceflour,raisinsbrown,pista,black-sesame-seed,prabhsat ghee,,,,,,,
blackchana,watermelon,moongdal,cashews,grapes,raisinsblack,almonds,corn,kabulichana,wheat,walnut,raisinsblack,coconut_oil,avocado-oil,,,,,,,
chawlibeans,Watermelon_,turdal,dates,images1,raisinsbrown,anjeer,kabulichana,matki,wheatflour,riceflour,raisinsbrown,olive_oil,black-sesame-seed,,,,,,,
corn,chanadal,almonds,pista,images2,walnut,cashews,matki,moong,dalda,wheat,walnut,peanut_oil,coconut_oil,,,,,,,
kabulichana,dal,black-sesame-seed,raisinsblack,images3,riceflour,dates,moong,dalda,daldad,wheatflour,riceflour,,olive_oil,,,,,,,
matki,masoordal,coconut_oil,raisinsbrown,papaya,wheat,pista,dalda,daldad,gowardhan,dalda,wheat,,peanut_oil,,,,,,,
moong,masoordalbrown,olive_oil,walnut,APPLE,wheatflour,raisinsblack,daldad,gowardhan,prabhsat ghee,daldad,wheatflour,,,,,,,,,
Rajma,moongdal,peanut_oil,riceflour,cherry,images2,raisinsbrown,gowardhan,prabhsat ghee,avocado-oil,gowardhan,dalda,,,,,,,,,
seasametilblack,turdal,sesameoil,wheat,DRAGONFRUIT,images3,walnut,prabhsat ghee,avocado-oil,black-sesame-seed,prabhsat ghee,daldad,,,,,,,,,
til,almonds,blackchana,wheatflour,figs,papaya,riceflour,avocado-oil,black-sesame-seed,coconut_oil,avocado-oil,gowardhan,,,,,,,,,
Beans,anjeer,chawlibeans,APPLE,grapes,dal,wheat,black-sesame-seed,coconut_oil,olive_oil,black-sesame-seed,prabhsat ghee,,,,,,,,,
Beetroot,cashews,corn,cherry,images1,masoordal,wheatflour,coconut_oil,olive_oil,peanut_oil,coconut_oil,avocado-oil,,,,,,,,,
Broccoli,dates,kabulichana,DRAGONFRUIT,images2,masoordalbrown,dalda,olive_oil,peanut_oil,sesameoil,olive_oil,black-sesame-seed,,,,,,,,,
Cabbages,pista,matki,figs,images3,moongdal,daldad,peanut_oil,sesameoil,blackchana,peanut_oil,coconut_oil,,,,,,,,,
Carrots,watermelon,APPLE,grapes,papaya,turdal,gowardhan,sesameoil,blackchana,chawlibeans,sesameoil,olive_oil,,,,,,,,,
Cauliflower,Watermelon_,cherry,images1,APPLE,almonds,prabhsat ghee,blackchana,chawlibeans,corn,blackchana,peanut_oil,,,,,,,,,
Garlic,chanadal,DRAGONFRUIT,images2,cherry,anjeer,avocado-oil,chawlibeans,corn,,chawlibeans,sesameoil,,,,,,,,,
Ginger,dal,figs,images3,DRAGONFRUIT,cashews,black-sesame-seed,corn,kabulichana,,corn,blackchana,,,,,,,,,
Potatoes,masoordal,grapes,papaya,figs,dates,coconut_oil,kabulichana,matki,,,chawlibeans,,,,,,,,,
Spinach,masoordalbrown,images1,APPLE,grapes,pista,olive_oil,matki,moong,,,corn,,,,,,,,,
Spring_onions,moongdal,images2,cherry,images1,raisinsblack,peanut_oil,moong,Rajma,,,,,,,,,,,,
watermelon,turdal,images3,DRAGONFRUIT,images2,raisinsbrown,sesameoil,Rajma,seasametilblack,,,,,,,,,,,,
Watermelon_,almonds,papaya,figs,images3,walnut,blackchana,seasametilblack,til,,,,,,,,,,,,
chanadal,anjeer,APPLE,grapes,papaya,riceflour,chawlibeans,til,Beans,,,,,,,,,,,,
dal,cashews,cherry,images1,dalda,wheat,corn,Beans,Beetroot,,,,,,,,,,,,
masoordal,dates,DRAGONFRUIT,images2,daldad,wheatflour,kabulichana,Beetroot,Broccoli,,,,,,,,,,,,
masoordalbrown,pista,figs,images3,gowardhan,Rajma,matki,Broccoli,Cabbages,,,,,,,,,,,,
moongdal,APPLE,grapes,papaya,prabhsat ghee,seasametilblack,moong,Cabbages,Carrots,,,,,,,,,,,,
turdal,cherry,images1,dalda,avocado-oil,til,Rajma,Carrots,Cauliflower,,,,,,,,,,,,
almonds,DRAGONFRUIT,images2,daldad,black-sesame-seed,Beans,seasametilblack,Cauliflower,Garlic,,,,,,,,,,,,
anjeer,figs,images3,gowardhan,coconut_oil,Beetroot,til,Garlic,Ginger,,,,,,,,,,,,
cashews,grapes,papaya,prabhsat ghee,olive_oil,Broccoli,Beans,Ginger,Potatoes,,,,,,,,,,,,
dates,images1,APPLE,avocado-oil,peanut_oil,Cabbages,Beetroot,Potatoes,Spinach,,,,,,,,,,,,
pista,images2,cherry,black-sesame-seed,sesameoil,Carrots,Broccoli,Spinach,Spring_onions,,,,,,,,,,,,
APPLE,images3,DRAGONFRUIT,coconut_oil,blackchana,Cauliflower,Cabbages,Spring_onions,watermelon,,,,,,,,,,,,
cherry,papaya,figs,olive_oil,chawlibeans,Garlic,Carrots,watermelon,Watermelon_,,,,,,,,,,,,
DRAGONFRUIT,,grapes,peanut_oil,corn,Ginger,Cauliflower,Watermelon_,chanadal,,,,,,,,,,,,
figs,APPLE,images1,sesameoil,kabulichana,Potatoes,Garlic,chanadal,dal,,,,,,,,,,,,
grapes,cherry,images2,blackchana,matki,Spinach,Ginger,dal,masoordal,,,,,,,,,,,,
images1,DRAGONFRUIT,images3,chawlibeans,moong,Spring_onions,Potatoes,masoordal,masoordalbrown,,,,,,,,,,,,
images2,figs,papaya,corn,,watermelon,Spinach,masoordalbrown,moongdal,images3,grapes,Garlic,Carrots,watermelon,,,,,,,
images3,grapes,Garlic,Carrots,watermelon,Watermelon_,Spring_onions,moongdal,turdal,papaya,images1,Ginger,Cauliflower,Watermelon_,,,,,,,
papaya,images1,Ginger,Cauliflower,Watermelon_,chanadal,watermelon,turdal,almonds,dalda,images2,Potatoes,Garlic,chanadal,,,,,,,
dalda,images2,Potatoes,Garlic,chanadal,dal,Watermelon_,almonds,anjeer,daldad,images3,Spinach,Ginger,dal,,,,,,,
daldad,images3,Spinach,Ginger,dal,masoordal,Carrots,watermelon,Watermelon_,gowardhan,papaya,Spring_onions,Potatoes,masoordal,,,,,,,
gowardhan,papaya,Spring_onions,Potatoes,masoordal,masoordalbrown,Cauliflower,Watermelon_,chanadal,prabhsat ghee,,watermelon,Spinach,masoordalbrown,,,,,,,
prabhsat ghee,,watermelon,Spinach,masoordalbrown,moongdal,Garlic,chanadal,dal,avocado-oil,masoordal,Watermelon_,Spring_onions,moongdal,,,,,,,
avocado-oil,masoordal,Watermelon_,Spring_onions,moongdal,turdal,Ginger,dal,masoordal,black-sesame-seed,masoordalbrown,chanadal,watermelon,turdal,,,,,,,
black-sesame-seed,masoordalbrown,chanadal,watermelon,turdal,almonds,Potatoes,masoordal,masoordalbrown,coconut_oil,moongdal,masoordal,dates,Ginger,,,,,,,
coconut_oil,moongdal,masoordal,dates,Ginger,watermelon,Spinach,masoordalbrown,moongdal,olive_oil,turdal,masoordalbrown,pista,Potatoes,,,,,,,
olive_oil,turdal,masoordalbrown,pista,Potatoes,Watermelon_,Spring_onions,moongdal,turdal,peanut_oil,almonds,moongdal,Garlic,Carrots,,,,,,,
peanut_oil,almonds,moongdal,Garlic,Carrots,chanadal,watermelon,turdal,almonds,sesameoil,anjeer,turdal,Ginger,Cauliflower,,,,,,,
sesameoil,anjeer,turdal,Ginger,Cauliflower,Watermelon_,chanadal,masoordalbrown,,blackchana,cashews,almonds,Potatoes,Garlic,,,,,,,
blackchana,cashews,almonds,Potatoes,Garlic,chanadal,dal,moongdal,images3,grapes,Garlic,Carrots,watermelon,Ginger,,,,,,,
chawlibeans,dates,anjeer,Spinach,Ginger,dal,masoordal,turdal,papaya,images1,Ginger,Cauliflower,Watermelon_,Potatoes,,,,,,,
corn,pista,cashews,Spring_onions,Potatoes,masoordal,masoordalbrown,almonds,dalda,images2,Potatoes,Garlic,chanadal,Watermelon_,,,,,,,
kabulichana,Garlic,Carrots,watermelon,Watermelon_,masoordalbrown,moongdal,images3,grapes,Garlic,Carrots,watermelon,dal,chanadal,,,,,,,
matki,Ginger,Cauliflower,Watermelon_,chanadal,moongdal,turdal,papaya,images1,Ginger,Cauliflower,Watermelon_,masoordal,dal,,,,,,,
moong,Potatoes,Garlic,chanadal,dal,turdal,almonds,dalda,images2,Potatoes,Garlic,chanadal,masoordalbrown,APPLE,,,,,,,
APPLE,Beans,black-sesame-seed,grapes,APPLE,watermelon,,daldad,images3,Spinach,Ginger,dal,moongdal,cherry,,,,,,,
cherry,Beetroot,coconut_oil,images1,cherry,APPLE,Strawberry_,gowardhan,papaya,Spring_onions,Potatoes,masoordal,turdal,,,,,,,,
DRAGONFRUIT,Broccoli,olive_oil,images2,DRAGONFRUIT,cherry,APPLE,prabhsat ghee,,watermelon,Spinach,masoordalbrown,Ginger,,,,,,,,
figs,Cabbages,peanut_oil,images3,figs,DRAGONFRUIT,cherry,avocado-oil,masoordal,Watermelon_,Spring_onions,moongdal,Potatoes,,,,,,,,
grapes,Carrots,sesameoil,papaya,grapes,figs,DRAGONFRUIT,black-sesame-seed,masoordalbrown,chanadal,watermelon,turdal,Carrots,,,,,,,,
images1,Cauliflower,blackchana,pineapple,images1,grapes,figs,coconut_oil,moongdal,masoordal,dates,Ginger,Cauliflower,,,,,,,,
images2,Garlic,chawlibeans,Strawberry_,images2,images1,grapes,olive_oil,turdal,masoordalbrown,pista,Potatoes,Garlic,,,,,,,,
images3,Ginger,corn,watermelon,images3,images2,images1,peanut_oil,almonds,moongdal,Garlic,Carrots,Ginger,,,,,,,,
papaya,Potatoes,kabulichana,Watermelon_,papaya,images3,images2,sesameoil,anjeer,turdal,Ginger,Cauliflower,Potatoes,,,,,,,,
pineapple,Spinach,matki,chanadal,APPLE,papaya,images3,blackchana,cashews,almonds,Potatoes,Garlic,Watermelon_,,,,,,,,
Strawberry_,Spring_onions,moong,turdal,cherry,pineapple,papaya,chawlibeans,dates,anjeer,Spinach,Ginger,chanadal,,,,,,,,
watermelon,masoordalbrown,Rajma,almonds,DRAGONFRUIT,Strawberry_,masoordal,corn,pista,cashews,Spring_onions,Potatoes,dal,,,,,,,,
Watermelon_,moongdal,seasametilblack,black-sesame-seed,figs,watermelon,masoordalbrown,kabulichana,Garlic,Carrots,watermelon,Watermelon_,APPLE,,,,,,,,
chanadal,turdal,til,coconut_oil,grapes,Watermelon_,moongdal,matki,Ginger,Cauliflower,Watermelon_,chanadal,cherry,,,,,,,,
dal,almonds,Beans,olive_oil,images1,chanadal,turdal,moong,Potatoes,Garlic,chanadal,dal,,,,,,,,,
masoordal,black-sesame-seed,Beetroot,peanut_oil,images2,dal,masoordal,APPLE,Beans,black-sesame-seed,grapes,APPLE,,,,,,,,,
masoordalbrown,coconut_oil,Broccoli,sesameoil,images3,masoordal,masoordalbrown,cherry,Beetroot,coconut_oil,images1,cherry,,,,,,,,,
moongdal,olive_oil,Cabbages,blackchana,papaya,masoordalbrown,moongdal,almonds,anjeer,dal,images3,grapes,Garlic,Carrots,watermelon,,,,,,
turdal,peanut_oil,Carrots,chawlibeans,APPLE,moongdal,turdal,anjeer,cashews,masoordal,papaya,images1,Ginger,Cauliflower,Watermelon_,,,,,,
almonds,sesameoil,Cauliflower,APPLE,cherry,turdal,dal,cashews,dates,masoordalbrown,dalda,images2,Potatoes,Garlic,chanadal,,,,,,
images2,figs,papaya,corn,,watermelon,Spinach,blackchana,Garlic,cherry,daldad,images3,Spinach,Ginger,dal,moongdal,,,,,
images3,grapes,Garlic,Carrots,watermelon,Watermelon_,Spring_onions,chawlibeans,Ginger,DRAGONFRUIT,gowardhan,papaya,Spring_onions,Potatoes,masoordal,turdal,,,,,
papaya,images1,Ginger,Cauliflower,Watermelon_,chanadal,watermelon,corn,Potatoes,figs,prabhsat ghee,,watermelon,Spinach,masoordalbrown,almonds,,,,,
dalda,images2,Potatoes,Garlic,chanadal,dal,Watermelon_,kabulichana,Spinach,grapes,avocado-oil,masoordal,Watermelon_,Spring_onions,moongdal,anjeer,,,,,
daldad,images3,Spinach,Ginger,dal,masoordal,Carrots,matki,Spring_onions,images1,black-sesame-seed,masoordalbrown,chanadal,watermelon,turdal,cashews,,,,,
gowardhan,papaya,Spring_onions,Potatoes,masoordal,masoordalbrown,Cauliflower,moong,watermelon,images2,coconut_oil,moongdal,masoordal,dates,Ginger,dates,,,,,
prabhsat ghee,,watermelon,Spinach,masoordalbrown,moongdal,Garlic,Rajma,Watermelon_,images3,olive_oil,turdal,masoordalbrown,pista,Potatoes,pista,,,,,
avocado-oil,masoordal,Watermelon_,Spring_onions,moongdal,turdal,Ginger,seasametilblack,chanadal,papaya,peanut_oil,almonds,moongdal,Garlic,Carrots,masoordal,,,,,
black-sesame-seed,masoordalbrown,chanadal,watermelon,turdal,almonds,Potatoes,blackchana,Garlic,cherry,sesameoil,anjeer,turdal,Ginger,Cauliflower,moongdal,,,,,
coconut_oil,moongdal,masoordal,dates,Ginger,watermelon,Spinach,chawlibeans,Ginger,DRAGONFRUIT,blackchana,cashews,almonds,Potatoes,Garlic,turdal,,,,,
olive_oil,turdal,masoordalbrown,pista,Potatoes,Watermelon_,Spring_onions,corn,Potatoes,figs,chawlibeans,dates,anjeer,Spinach,Ginger,almonds,,,,,
peanut_oil,almonds,moongdal,Garlic,Carrots,chanadal,watermelon,kabulichana,Spinach,grapes,corn,pista,cashews,Spring_onions,Potatoes,anjeer,,,,,
anjeer,blackchana,Garlic,cherry,DRAGONFRUIT,almonds,masoordal,matki,Spring_onions,images1,kabulichana,Garlic,Carrots,watermelon,Watermelon_,cashews,,,,,
cashews,chawlibeans,Ginger,DRAGONFRUIT,figs,masoordal,masoordalbrown,moong,watermelon,images2,matki,Ginger,Cauliflower,Watermelon_,chanadal,dates,,,,,
dates,corn,Potatoes,figs,grapes,masoordalbrown,moongdal,Rajma,Watermelon_,images3,moong,Potatoes,Garlic,chanadal,dal,pista,,,,,
pista,kabulichana,Spinach,grapes,images1,moongdal,turdal,seasametilblack,chanadal,papaya,APPLE,Beans,black-sesame-seed,grapes,APPLE,masoordal,,,,,
raisinsblack,matki,Spring_onions,images1,images2,turdal,almonds,walnut,riceflour,cashews,cherry,Beetroot,coconut_oil,images1,cherry,,,,,,
raisinsbrown,moong,watermelon,images2,images3,masoordal,anjeer,riceflour,wheat,dates,cashews,anjeer,DRAGONFRUIT,Broccoli,olive_oil,images2,DRAGONFRUIT,,,,
walnut,Rajma,Watermelon_,images3,papaya,masoordalbrown,cashews,wheat,wheatflour,pista,dates,cashews,figs,Cabbages,peanut_oil,images3,figs,,,,
riceflour,seasametilblack,chanadal,papaya,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,grapes,Carrots,sesameoil,papaya,grapes,,,,
wheat,til,dal,pineapple,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,images1,Cauliflower,blackchana,pineapple,images1,,,,
wheatflour,Beans,masoordal,Strawberry_,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,images2,Garlic,chawlibeans,Strawberry_,images2,,,,
dalda,Beetroot,masoordalbrown,watermelon,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,images3,Ginger,corn,watermelon,images3,,,,
daldad,Broccoli,moongdal,Watermelon_,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,papaya,Potatoes,kabulichana,Watermelon_,papaya,,,,
gowardhan,Cabbages,turdal,chanadal,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,pineapple,Spinach,matki,chanadal,APPLE,,,,
prabhsat ghee,Carrots,almonds,dal,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,Strawberry_,Spring_onions,moong,turdal,cherry,,,,
avocado-oil,Cauliflower,anjeer,masoordal,images3,turdal,wheatflour,coconut_oil,olive_oil,dates,anjeer,turdal,watermelon,masoordalbrown,Rajma,almonds,DRAGONFRUIT,,,,
black-sesame-seed,Garlic,cashews,masoordalbrown,papaya,almonds,dal,olive_oil,peanut_oil,pista,cashews,almonds,Watermelon_,moongdal,seasametilblack,black-sesame-seed,figs,,,,
coconut_oil,Ginger,dates,moongdal,APPLE,anjeer,masoordal,peanut_oil,sesameoil,raisinsblack,dates,anjeer,chanadal,turdal,til,coconut_oil,grapes,,,,
DRAGONFRUIT,Broccoli,olive_oil,images2,DRAGONFRUIT,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,almonds,Beans,olive_oil,images1,,,,
figs,Cabbages,peanut_oil,images3,figs,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,black-sesame-seed,Beetroot,peanut_oil,images2,,,,
grapes,Carrots,sesameoil,papaya,grapes,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,coconut_oil,Broccoli,sesameoil,images3,,,,
images1,Cauliflower,blackchana,pineapple,images1,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,olive_oil,Cabbages,blackchana,papaya,,,,
images2,Garlic,chawlibeans,Strawberry_,images2,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,peanut_oil,Carrots,chawlibeans,APPLE,,,,
images3,Ginger,corn,watermelon,images3,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,sesameoil,Cauliflower,APPLE,cherry,,,,
papaya,Potatoes,kabulichana,Watermelon_,papaya,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,figs,papaya,corn,,,,,
pineapple,Spinach,matki,chanadal,APPLE,,,,,,,,images3,grapes,Garlic,Carrots,watermelon,,,,
Strawberry_,Spring_onions,moong,turdal,cherry,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,images1,Ginger,Cauliflower,Watermelon_,,,,
watermelon,masoordalbrown,Rajma,almonds,DRAGONFRUIT,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,images2,Potatoes,Garlic,chanadal,,,,
Watermelon_,moongdal,seasametilblack,black-sesame-seed,figs,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,images3,Spinach,Ginger,dal,,,,
chanadal,turdal,til,coconut_oil,grapes,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,papaya,Spring_onions,Potatoes,masoordal,,,,
dal,almonds,Beans,olive_oil,images1,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,,watermelon,Spinach,masoordalbrown,,,,
masoordal,black-sesame-seed,Beetroot,peanut_oil,images2,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,masoordal,Watermelon_,Spring_onions,moongdal,,,,
masoordalbrown,coconut_oil,Broccoli,sesameoil,images3,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,masoordalbrown,chanadal,watermelon,turdal,,,,
moongdal,olive_oil,Cabbages,blackchana,papaya,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,moongdal,masoordal,dates,Ginger,,,,
turdal,peanut_oil,Carrots,chawlibeans,APPLE,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,turdal,masoordalbrown,pista,Potatoes,,,,
almonds,sesameoil,Cauliflower,APPLE,cherry,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,almonds,moongdal,Garlic,Carrots,,,,
images2,figs,papaya,corn,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,,blackchana,Garlic,cherry,DRAGONFRUIT,,,,
images3,grapes,Garlic,Carrots,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,masoordal,chawlibeans,Ginger,DRAGONFRUIT,figs,,,,
papaya,images1,Ginger,Cauliflower,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,masoordalbrown,,,,,,,,
dalda,images2,Potatoes,Garlic,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,moongdal,,,,,,,,
daldad,images3,Spinach,Ginger,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,
gowardhan,papaya,Spring_onions,Potatoes,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,
prabhsat ghee,,watermelon,Spinach,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,
avocado-oil,masoordal,Watermelon_,Spring_onions,moongdal,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,
black-sesame-seed,masoordalbrown,chanadal,watermelon,turdal,cherry,turdal,pista,dalda,daldad,masoordalbrown,,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,
coconut_oil,moongdal,masoordal,dates,Ginger,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,
olive_oil,turdal,masoordalbrown,pista,Potatoes,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,
